Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Andalucía;Huelva;;Renta bruta media por hogar;2018;29.108
Total Nacional;Andalucía;Huelva;;Renta bruta media por hogar;2017;27.703
Total Nacional;Andalucía;Huelva;;Renta bruta media por hogar;2016;26.753
Total Nacional;Andalucía;Huelva;;Renta bruta media por hogar;2015;26.066
Total Nacional;Andalucía;Jaén;;Renta neta media por persona;2023;11.847
Total Nacional;Andalucía;Jaén;;Renta neta media por persona;2022;11.074
Total Nacional;Andalucía;Jaén;;Renta neta media por persona;2021;10.689
Total Nacional;Andalucía;Jaén;;Renta neta media por persona;2020;9.958
Total Nacional;Andalucía;Jaén;;Renta neta media por persona;2019;9.758
Total Nacional;Andalucía;Jaén;;Renta neta media por persona;2018;9.417
Total Nacional;Andalucía;Jaén;;Renta neta media por persona;2017;9.044
Total Nacional;Andalucía;Jaén;;Renta neta media por persona;2016;8.747
Total Nacional;Andalucía;Jaén;;Renta neta media por persona;2015;8.318
Total Nacional;Andalucía;Jaén;;Renta neta media por hogar;2023;29.119
Total Nacional;Andalucía;Jaén;;Renta neta media por hogar;2022;27.429
Total Nacional;Andalucía;Jaén;;Renta neta media por hogar;2021;26.808
Total Nacional;Andalucía;Jaén;;Renta neta media por hogar;2020;25.141
Total Nacional;Andalucía;Jaén;;Renta neta media por hogar;2019;24.865
Total Nacional;Andalucía;Jaén;;Renta neta media por hogar;2018;24.160
Total Nacional;Andalucía;Jaén;;Renta neta media por hogar;2017;23.408
Total Nacional;Andalucía;Jaén;;Renta neta media por hogar;2016;22.752
Total Nacional;Andalucía;Jaén;;Renta neta media por hogar;2015;21.789
Total Nacional;Andalucía;Jaén;;Media de la renta por unidad de consumo;2023;17.412
Total Nacional;Andalucía;Jaén;;Media de la renta por unidad de consumo;2022;16.414
Total Nacional;Andalucía;Jaén;;Media de la renta por unidad de consumo;2021;15.902
Total Nacional;Andalucía;Jaén;;Media de la renta por unidad de consumo;2020;14.825
Total Nacional;Andalucía;Jaén;;Media de la renta por unidad de consumo;2019;14.656
Total Nacional;Andalucía;Jaén;;Media de la renta por unidad de consumo;2018;14.114
Total Nacional;Andalucía;Jaén;;Media de la renta por unidad de consumo;2017;13.575
Total Nacional;Andalucía;Jaén;;Media de la renta por unidad de consumo;2016;13.134
Total Nacional;Andalucía;Jaén;;Media de la renta por unidad de consumo;2015;12.511
Total Nacional;Andalucía;Jaén;;Mediana de la renta por unidad de consumo;2023;15.050
Total Nacional;Andalucía;Jaén;;Mediana de la renta por unidad de consumo;2022;14.350
Total Nacional;Andalucía;Jaén;;Mediana de la renta por unidad de consumo;2021;13.650
Total Nacional;Andalucía;Jaén;;Mediana de la renta por unidad de consumo;2020;12.950
Total Nacional;Andalucía;Jaén;;Mediana de la renta por unidad de consumo;2019;12.950
Total Nacional;Andalucía;Jaén;;Mediana de la renta por unidad de consumo;2018;12.250
Total Nacional;Andalucía;Jaén;;Mediana de la renta por unidad de consumo;2017;11.550
Total Nacional;Andalucía;Jaén;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Andalucía;Jaén;;Mediana de la renta por unidad de consumo;2015;10.850
Total Nacional;Andalucía;Jaén;;Renta bruta media por persona;2023;13.800
Total Nacional;Andalucía;Jaén;;Renta bruta media por persona;2022;12.870
Total Nacional;Andalucía;Jaén;;Renta bruta media por persona;2021;12.408
Total Nacional;Andalucía;Jaén;;Renta bruta media por persona;2020;11.468
Total Nacional;Andalucía;Jaén;;Renta bruta media por persona;2019;11.280
Total Nacional;Andalucía;Jaén;;Renta bruta media por persona;2018;10.830
Total Nacional;Andalucía;Jaén;;Renta bruta media por persona;2017;10.385
Total Nacional;Andalucía;Jaén;;Renta bruta media por persona;2016;10.020
Total Nacional;Andalucía;Jaén;;Renta bruta media por persona;2015;9.482
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2023;33.920
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2022;31.877
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2021;31.120
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2020;28.953
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2019;28.743
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2018;27.785
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2017;26.881
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2016;26.065
Total Nacional;Andalucía;Jaén;;Renta bruta media por hogar;2015;24.838
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2023;12.950
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2022;11.744
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2021;10.929
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2020;10.261
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2019;10.338
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2018;9.832
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2017;9.313
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2016;8.854
Total Nacional;Andalucía;Málaga;;Renta neta media por persona;2015;8.688
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2023;33.868
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2022;30.644
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2021;28.574
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2020;27.084
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2019;27.439
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2018;26.076
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2017;24.743
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2016;23.736
Total Nacional;Andalucía;Málaga;;Renta neta media por hogar;2015;23.102
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2023;19.335
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2022;18.050
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2021;16.787
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2020;15.786
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2019;15.938
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2018;15.161
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2017;14.355
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2016;13.713
Total Nacional;Andalucía;Málaga;;Media de la renta por unidad de consumo;2015;13.365
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Andalucía;Málaga;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2023;15.602
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2022;14.129
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2021;13.053
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2020;12.136
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2019;12.226
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2018;11.591
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2017;10.947
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2016;10.354
Total Nacional;Andalucía;Málaga;;Renta bruta media por persona;2015;10.133
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2023;40.805
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2022;36.867
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2021;34.126
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2020;32.034
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2019;32.451
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2018;30.742
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2017;29.085
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2016;27.758
Total Nacional;Andalucía;Málaga;;Renta bruta media por hogar;2015;26.942
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2023;12.964
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2022;12.013
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2021;11.292
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2020;10.717
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2019;10.604
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2018;10.083
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2017;9.584
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2016;9.272
Total Nacional;Andalucía;Sevilla;;Renta neta media por persona;2015;9.051
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2023;34.269
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2022;31.899
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2021;30.254
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2020;28.912
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2019;28.874
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2018;27.535
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2017;26.334
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2016;25.670
Total Nacional;Andalucía;Sevilla;;Renta neta media por hogar;2015;25.099
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2023;19.507
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2022;18.246
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2021;17.219
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2020;16.355
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2019;16.250
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2018;15.501
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2017;14.733
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2016;14.274
Total Nacional;Andalucía;Sevilla;;Media de la renta por unidad de consumo;2015;13.941
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2017;12.250
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2016;11.550
Total Nacional;Andalucía;Sevilla;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2023;15.553
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2022;14.387
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2021;13.478
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2020;12.707
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2019;12.550
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2018;11.941
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2017;11.308
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2016;10.898
Total Nacional;Andalucía;Sevilla;;Renta bruta media por persona;2015;10.624
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2023;41.113
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2022;38.203
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2021;36.110
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2020;34.281
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2019;34.172
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2018;32.608
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2017;31.070
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2016;30.173
Total Nacional;Andalucía;Sevilla;;Renta bruta media por hogar;2015;29.464
Total Nacional;Aragón;;;Renta neta media por persona;2023;15.457
Total Nacional;Aragón;;;Renta neta media por persona;2022;14.564
Total Nacional;Aragón;;;Renta neta media por persona;2021;13.922
Total Nacional;Aragón;;;Renta neta media por persona;2020;13.458
Total Nacional;Aragón;;;Renta neta media por persona;2019;13.315
Total Nacional;Aragón;;;Renta neta media por persona;2018;12.862
Total Nacional;Aragón;;;Renta neta media por persona;2017;12.367
Total Nacional;Aragón;;;Renta neta media por persona;2016;11.831
Total Nacional;Aragón;;;Renta neta media por persona;2015;11.784
Total Nacional;Aragón;;;Renta neta media por hogar;2023;37.669
Total Nacional;Aragón;;;Renta neta media por hogar;2022;35.569
Total Nacional;Aragón;;;Renta neta media por hogar;2021;34.052
Total Nacional;Aragón;;;Renta neta media por hogar;2020;33.159
Total Nacional;Aragón;;;Renta neta media por hogar;2019;32.961
Total Nacional;Aragón;;;Renta neta media por hogar;2018;31.807
Total Nacional;Aragón;;;Renta neta media por hogar;2017;30.695
Total Nacional;Aragón;;;Renta neta media por hogar;2016;29.999
Total Nacional;Aragón;;;Renta neta media por hogar;2015;29.491
Total Nacional;Aragón;;;Media de la renta por unidad de consumo;2023;22.611
Total Nacional;Aragón;;;Media de la renta por unidad de consumo;2022;21.457
Total Nacional;Aragón;;;Media de la renta por unidad de consumo;2021;20.549
Total Nacional;Aragón;;;Media de la renta por unidad de consumo;2020;19.875
Total Nacional;Aragón;;;Media de la renta por unidad de consumo;2019;19.721
Total Nacional;Aragón;;;Media de la renta por unidad de consumo;2018;19.080
Total Nacional;Aragón;;;Media de la renta por unidad de consumo;2017;18.376
Total Nacional;Aragón;;;Media de la renta por unidad de consumo;2016;17.608
Total Nacional;Aragón;;;Media de la renta por unidad de consumo;2015;17.516
Total Nacional;Aragón;;;Mediana de la renta por unidad de consumo;2023;20.650
Total Nacional;Aragón;;;Mediana de la renta por unidad de consumo;2022;19.250
Total Nacional;Aragón;;;Mediana de la renta por unidad de consumo;2021;18.550
Total Nacional;Aragón;;;Mediana de la renta por unidad de consumo;2020;17.850
Total Nacional;Aragón;;;Mediana de la renta por unidad de consumo;2019;17.850
Total Nacional;Aragón;;;Mediana de la renta por unidad de consumo;2018;17.150
Total Nacional;Aragón;;;Mediana de la renta por unidad de consumo;2017;16.450
Total Nacional;Aragón;;;Mediana de la renta por unidad de consumo;2016;15.750
Total Nacional;Aragón;;;Mediana de la renta por unidad de consumo;2015;15.750
Total Nacional;Aragón;;;Renta bruta media por persona;2023;18.991
Total Nacional;Aragón;;;Renta bruta media por persona;2022;17.845
Total Nacional;Aragón;;;Renta bruta media por persona;2021;16.950
Total Nacional;Aragón;;;Renta bruta media por persona;2020;16.263
Total Nacional;Aragón;;;Renta bruta media por persona;2019;16.081
Total Nacional;Aragón;;;Renta bruta media por persona;2018;15.517
Total Nacional;Aragón;;;Renta bruta media por persona;2017;14.880
Total Nacional;Aragón;;;Renta bruta media por persona;2016;14.165
Total Nacional;Aragón;;;Renta bruta media por persona;2015;14.077
Total Nacional;Aragón;;;Renta bruta media por hogar;2023;46.283
Total Nacional;Aragón;;;Renta bruta media por hogar;2022;43.580
Total Nacional;Aragón;;;Renta bruta media por hogar;2021;41.457
Total Nacional;Aragón;;;Renta bruta media por hogar;2020;40.070
Total Nacional;Aragón;;;Renta bruta media por hogar;2019;39.808
